"","id","blurb","launch","created"
"87529",19765876,"""In a thrilling card game, uncover all of the Reptilian Humanoids masquerading as influential human beings... before they hunt you down!"",",1406359054,1405291127
"87533",1618194904,"""This card game is an amusing parody in The Rage Comix World. Fun & Simple!"",",1404923305,1393355415
"87534",1664950428,"""I have decided to design it myself with a small team to hopefully bring more adventure to this series in a full playable game."",",1404894468,1404829573
"87539",1230455519,"""I want to entertain the masses by streaming videogames!"",",1405508505,1405086960
"87585",890757236,"""The makers of Car Challenge I and II on iOS, Play Store are bringing a new challenging Car Challenge 3!"",",1404145428,1397174965
"87597",2026609494,"""Help me amaze the world with my skills by funding my PC. I cant stream at this moment because my laptop sucks. Help a brotha out."",",1405499426,1405084564
"87599",744887991,"""Don't Discriminate! Ghosts also need ultimate gaming laptops to play ghostly games on :U"",",1404941883,1404794601
"87604",1401372667,"""Amazing one to six player games from Game Station Games"",",1404922013,1404535417
"87612",645933904,"""I would really like to fulfill my dream of going to the Pokemon World Championships, but I need help paying for gas and food.\n:)"",",1405113841,1404949424
"87654",1014879549,"""How hard it can be to rule a country? You just need to look nice and say polite things, right? Why not find out how it really is?"",",1406647357,1405027619
"87684",1960401748,"""A \""gorillafied\"" deck of rider backs, printed by the USPCC."",",1404835229,1404431499
"87686",631336156,"""A new kind of card game that you get to do selfie, play with as many friends as you want, and get to become friend with strangers."",",1405152956,1404565681
"87692",1967270841,"""battle maiden is an easy to play board game involving a war between anthropomorphic furry's and human kind. help your queen to victory."",",1405649735,1404889385
"87701",2124928875,"""Suncoast Storm 05 is a group of girls dedicated to teamwork, sportsmanship and hard work. They are a travel softball team."",",1405893140,1405887658
"87703",1306717256,"""Looking to raise money to get a better PC so I can stream for friends/family/fans while playing SC2!"",",1406049560,1404853369
"87706",1485864072,"""Marooned: Arcanus Island is a hardcore, survival, exploration game in which the player - or players (cooperative) - attempt to survive."",",1405381809,1404137656
"87744",188908590,"""I'm an avid gamer and it is my passion. There is a growing number of pro gamer girls out there and i wish to become one of them!"",",1405461174,1404772735
"87761",296000499,"""Looking to add a sense of Majesty to your games?"",",1406161486,1405791852
"87765",600341557,"""Become a champion of your lazy Gods. Boardcraft is a modular board game for 2-4 players where the board itself can change at any time."",",1406929401,1404887122
"87770",160227102,"""Collectible Breaking Bad style Playing cards!"",",1406329437,1406242418
"87778",1893279329,"""Classic Table Games with Local and Online Cross-platform multiplayer competition and a great community!"",",1404336793,1404256033
"87781",276652262,"""Evolve your creatures, hire lab assistants, and navigate random events to take down your opponents."",",1406827672,1400349362
"87796",255478034,"""Raise your clan and raid your neighbor. Will yours be the clan with most cattle and lands?  Be careful of the Watch and the King!"",",1406469470,1337819520
"87806",1502563465,"""City Based Zombie Survival Game Based In a town With Docks, Boats Based On Real Location's In The UK. 3 to founders will get the game."",",1405509727,1405431956
"87822",1922183359,"""Naruto would make the ultimate MMORPG. With warring lands. Clans within these lands. Unique attacks.The sky is the limit with this game"",",1405358700,1405127253
"87853",1917621051,"""The game: The Black Lotus is being made in RPG Maker. It is a game about your character finding a black lotus and things go to shit."",",1405362877,1405359621
"87865",411756058,"""This project is to acquire a computer and equipment to allow myself to stream PC Games; Mostly Magic the Gathering Online."",",1405454086,1404951455
"87866",2132328847,"""Armors can be destroyed, and once it was destroyed, called “BaoJia”. (OS X / Win)"",",1404145424,1403799961
"87872",1615599200,"""im wanting to launch an app for I phone and android. the game will be a fun for all ages fly catcher. free for download on app store."",",1405563801,1405493007
"87919",896002285,"""Turn-Based Role Playing Game for PC following the original Anime TV series."",",1404416826,1403304717
"87926",1644299084,"""Our underdog kickball team (Pitches & Bros) needs a stellar theme for our June 23rd kickball game, so we're asking y'all for help!"",",1405471716,1405190149
"87967",567435153,"""Battle of Hog Riders is an epic combat strategy game. Build your town, fight and battle with millions online!"",",1405640191,1405602458
"87983",999350480,"""Multiplayer Tower Defense Game with RPG Elements."",",1404447450,1403845963
"87987",2135055844,"""I am looking to re-create a classic game from the 90s.  I have the project specs completed with a graphics & game developer, just no $$"",",1405090604,1404911333
"88011",1587879070,"""Stories for kids by kids. The 'Playground of Literacy' brings the world together through literacy and our collective imagination."",",1405659968,1404926525
"88072",2094317463,"""Chronicles: Black and White is a unique \""Diceless\"" talbetop adventure, where players focus on their stories, and not on dice rolls."",",1406327520,1405104391
"88073",307742379,"""A fun & addictive game where you join musical notes together to reach the highest degree! How hot can you get before time runs out!"",",1406693781,1405231075
"88074",177830314,"""Gaming related 24/7 online TV channel. Stream 2.0 approach to revolutionize online video consumption behaviour."",",1406044855,1403106969
"88075",1710688849,"""UPDATE: We're canceling our Kickstarter. Read about it on our blog - http://gamesofglory.tumblr.com/"",",1406032591,1404305005
"88077",1991312002,"""In Crush Hour, you, the platform conductor, are responsible for hordes of rush hour commuters safely getting their trains to work."",",1404846913,1404845024
"88107",716749692,"""I want to be able to bring you the best videos I can but I need to right tools to do that for all my fans and viewers."",",1404839071,1404603827
"88136",1196739319,"""We want to get the equipment we need to be able to properly start a GOOD gaming stream to entertain viewers."",",1404840896,1404763410
"88144",121347471,"""Nestling in the midst of outer space, our hero must battle his way across perilous planets to save what is left of humanity."",",1406756358,1406150079
"88161",87074963,"""The cattle-rustling alien board game!"",",1405691865,1400635391
"88177",1941426739,"""A fresh take on worker placement featuring a unique orbital mechanic. Perihelion is a game of skill and strategy set in deep space."",",1406852124,1404471604
"88187",2112931017,"""Help us bring our role-playing world to life in three lovingly crafted game manuals. Let your adventures ascend!"",",1405627496,1394746988
"88196",1726044994,"""I make videos on YouTube, but currently I'm making them from the Gaming center where I work because I can't afford my own PC."",",1404918266,1404870670
"88210",2139613449,"""Premium Match 3 Game, all the cookie puzzle movements & availability of boosters based on game engine"",",1406122169,1405724711
"88211",1395712899,"""Amberside is a survival horror RPG with focus on story, turn based combat, exploration and great atmosphere."",",1405846338,1397393415
"88214",1696576333,"""Rise of the Wolf is a 2-4 player table top game.\nChoose your 1 of 4 class cards and begin your adventure!"",",1406333408,1405778249
"88220",1768477622,"""Enjoy the Simple nature of Next Gen Rock Simulator. Epic Graphics,Amazingly no sounds,Bored? Play this game."",",1404155443,1400233208
"88226",1410158684,"""Create a IOS app called Squirrel Fever."",",1405093642,1404963958
"88227",415254685,"""A ninja army has been mobilized by a hostile clan to assault your village, and you have been called upon to take them out!"",",1405065261,1390799483
"88270",1718501333,"""Blast off on the race to reach Earth 2 in this easy to learn and strategic space themed board game for 2-6 players."",",1404828173,1402518986
"88296",133293995,"""Birkball costs $300. This project targets making 10 games at once for $200 each using economies of scale and shipping them to sponsors."",",1404176020,1403740747
"88300",1340252458,"""Backlash, the story of a man who's mother passes away and left him responsible for her debts. What lies in his path is yet to discover."",",1406842727,1406560422
"88311",2099681025,"""Mobile Platform turn-based Multiplayer fantasy RPG, featuring elements from Pokémon, Golden Sun, Final Fantasy and the likes."",",1405365351,1405008013
"88331",612502021,"""Fast-paced and intuitive tabletop strategy board game for 2-4 players: resource management, worker placement, empire building and more."",",1406603270,1379541434
"88372",2103019395,"""Now you can be part of the project today on KickStarter."",",1405618513,1401719518
"88379",1881696735,"""This game is an addictive puzzle-platformer inspired by \""The Incredible Machine\"". The game takes place in a nice cartoon like world."",",1405413060,1396381583
"88397",1715617828,"""Yo Yo Joe is a Survival Horror tower defense with Children 8+ to adults in mind. It will be released on Android, iOS, and Kindle."",",1406141429,1406030882
"88405",1659381569,"""Let's take an average couple of Joes that goof around on DOTA and give them the time and training to see if these amateurs can go pro."",",1405454784,1405172318
"88435",471427107,"""Playthrough is a brand new two day gaming convention that unites all forms of gaming together in one epic event!"",",1405135581,1398221131
"88489",473851394,"""The first in the world to combine electronics into trading cards."",",1404235631,1403140133
"88505",1202157647,"""ValorCon brings the \""big gaming convention\"" experience to Chicago for video game and tabletop players of all ages, races, and genders."",",1405319204,1401280433
"88508",1592765765,"""Lod is a new unique on-line card game"",",1406875236,1404842258
"88539",165609992,"""A range of 28mm Sci Fi troopers for use with 5150 Star Army, Battalion Commander, and any other Sci-Fi tabletop game."",",1406757943,1381787729
"88573",309194170,"""Story-driven, tactical gaming for the PC inspired by games like Disgaea, Final Fantasy and Gungnir!"",",1406483993,1391818372
"88574",304337852,"""Have your hands in the pot of the BEST Haunted house, Vegas Style."",",1405110160,1404889555
"88576",1556606651,"""My dream to become a streamer was ruined by Thors anger, help me get a new PC to carry on my dream."",",1404801878,1404651695
"88578",1517193384,"""trying to create a gaming community website with game streaming but need equipment wanna be apart of this join the dark side."",",1406328668,1405550995
"88579",1456538416,"""Place where people loves games can gather together for fun!"",",1405615287,1405295576
"88582",889209272,"""To bring joy and entertainment to people around the whole world through streaming their and my favorite video games."",",1406859135,1406676858
"88583",1452285912,"""Game where you can make an potato salad."",",1404780004,1404777349
"88587",863587449,"""My roommates and I have always wanted to have a proper slinky race."",",1405643954,1404796807
"88589",913045283,"""Home, car and most of his belongings were destroyed by the storm last night in Columbia"",",1404838902,1404833289
"88593",1615394641,"""Love Parks and Rec? Let's make Cones of Dunshire a real game!!"",",1406329991,1406239441
"88611",502095493,"""I'm getting a degree in computer science now but it's too expensive and I want to make games! Help me make games!"",",1404804190,1404801561
"88612",1026631893,"""Let me entertain you from the comfort of your homes."",",1405453478,1405206671
"88615",698921223,"""I am creating a brand new site for amateur Xbox gamers looking to play tournaments and compete in ladder matches, all on Xbox"",",1406922764,1406456671
"88617",2098139189,"""PC Gaming Controller with touch screen and general purpose track-ball (mouse) functionality."",",1405596922,1405285493
"88622",1643195793,"""Do you want to see a lame beginner gamer who actually don`t know anything about videogames for 10 years? No one is born an expert!"",",1406572521,1406184978
"88623",228845624,"""Lets get this piece of technology To make videos online"",",1406829322,1406692872
"88626",1108645418,"""We want to organize a LAN Party in the Montreal area to allow the development of E-Sport in Canada."",",1406601961,1402849332
"88629",1308109218,"""Live Stream Channel @ www.twitch.tv/tactical_force\n\nCurrently creating an official live stream channel need help with equipment costs"",",1405462238,1405374762
"88632",885965111,"""I'm starting on youtube as a PC gamer. Problem is, I have a crappy PC, so I will raise money and do stupid things for you in return.yay"",",1405315315,1404935793
"88633",1706277983,"""Hello Everyone! I am looking to create a gaming computer in order to showcase games and guides on a newly created Lets Play, on youtube"",",1405963878,1404857372
"88638",1425585251,"""Hello i need money to buy ps4 cuz i want make gameplays to help and show people how to find the solution in games on my Youtube channel"",",1406325415,1406235480
"88641",42647297,"""⇒ Best Crane Driving Game Ever ⇒ Featured many times on the Google Play Store! ⇒ Rated by many. ⇒ Loved by all!"",",1406822550,1405941812
"88642",737141394,"""Ottawa's only indoor Go-Karting center. When completed, riders from all over the country may visit for a real thrill all year round!"",",1405975141,1405780147
"88644",1506875678,"""Publicity stunt new app, riding 16,373 kms on exercise bike in virtual AUS to US trip, when done want to fly to US to meet Barack Obama"",",1405114126,1404888013
"88645",1017489933,"""Our quest to design a functional Gaming/Streaming room."",",1406675579,1406323013
"88646",1343287583,"""I've had this Xbox One for at least 2 months now and nobody wants to buy it, so let's burn it!"",",1405450629,1405182056
"88657",1407070477,"""I will start a project where i will play through every single level of Super Mario World and post videos to youtube"",",1405452454,1405034851
"88682",2141617897,"""Knuckle Club is a real-time Brawler with RPG elements set in cyberpunk era."",",1405495143,1391545334
"88686",1247435541,"""Xbox 360 Laptops are typically they’re extremely labor intensive and quite expensive.  Our goal is to build an inexpensive Slim laptop."",",1405312351,1405305292
"89365",1078008162,"""With your support we can upgrade our popping equipment for our new brick & mortar pop-shop and become certified organic!"",",1404175258,1402367323
"89386",1742759413,"""Welcome to HH Bakery, where Crackle is King!"",",1405651812,1404928226
"89387",1643306275,"""Support the birth of our winery.  Please help us pay our farmers for our first Smith Story Wine Cellars this harvest. Farmers First!"",",1406917015,1406141645
"89420",1686511964,"""Join us on a journey of MYSTERY & DESIRE as we expand our critically-acclaimed bakery."",",1404216199,1401714870
"89426",637493612,"""The little Aussie pie truck that could. We think we can, we think we can..... but with your help we KNOW we can."",",1404915870,1393552995
"89433",1128729717,"""31 Amazing Grilled Cheese recipes... your prayers have been answered... each recipe more delicious than the last one ;)"",",1405622274,1405462080
"89442",1449327607,"""For Velo, growth means improving quality while increasing output. A new roaster will allow us to accomplish both."",",1405604369,1403710417
"89448",1509221790,"""3rd Cousin- Moving Kinfolk from Pop up to Brick and Mortar"",",1406157962,1404149442
"89457",1314287760,"""I'm ready to take Ripe Cuisine to the next level & continue to serve healthy, local + seasonally inspired dishes to Houston's streets."",",1404223300,1395693956
"89518",724786255,"""A cottage/home-based bakery that is hoping to move into a small storefront."",",1406553820,1405512947
"89519",2011241535,"""Fox Point Pickling Company creates small, hand-crafted batches of pickles that offer HUGE flavor from our beloved tiny state."",",1405893785,1396360739
"89563",203275206,"""Handcrafted, organic, single-origin, bean-to-bar, dark chocolate. Like fine wine, the secret is in the terroir."",",1405728490,1405556107
"89573",1512333429,"""The best hot sauce you'll ever have."",",1406676158,1397088490
"89579",588607371,"""Moss is a kosher farm-to-table café & espresso bar serving creative food, exceptional coffee and building community in Riverdale, NY."",",1405640198,1395366423
"89583",1359340542,"""The Market Kitchen is a space for local food businesses to spread their wings and grow at their own pace."",",1404221495,1400519161
"89619",1664501657,"""Our project is to expand the farm's growing space which would allow us to produce more organic, heirloom vegetables, berries and herbs."",",1404163486,1402314547
"89635",1336947985,"""A cheese club for the people: flexible participation, a voice in selections, & knowing you are helping the community get great cheese."",",1405004320,1404405792
"89652",2141322825,"""Rowdy Beyond our Walls: Kombucha across the Front Range."",",1406329553,1405013911
"89672",1057657556,"""Carrots are so healthy, but so BORING... However, not anymore! We are pushing the frontier on what a carrot can be!"",",1405971453,1405836303
"89682",78296554,"""Back this creative bar serving craveable food in an environment focused on craft and community."",",1405595477,1396370379
"89691",1438330821,"""I will save the adequate-but-underachieving NYC egg sandwich by delivering instructional leaflets to all Midtown egg-sandwich makers."",",1406230095,1406226218
"89692",1236877906,"""BTU Brasserie is the brainchild of Chef Chris Bogart and Brewer Nate Yovu, bringing authentic Chinese cuisine and craft beer to PDX."",",1405808927,1396406515
"89712",539350741,"""American Farmstead & Artisan Cheese Shop - \n\nCharcuterie, Larder, and Kitchen"",",1406825254,1402109615
"89716",1165687330,"""Bring on the French desserts! Entremets, tarts, and macarons? Yes please!"",",1406052032,1403069973
"89735",1725353091,"""We are a microbrewery in historic downtown DeLand, FL. We are almost ready to open, and need your help to finish our taproom!"",",1404403631,1364526810
"89757",803717141,"""We are a successful downtown food cart looking for investors to help us open our first brick and mortar restaurant."",",1405356519,1403458010
"89762",934487832,"""Locally sourced and sustainable slow cooked meats, savory sides, and sweet treats for hungry Vermonters of all food persuasions."",",1406127185,1395068203
"89766",1664469419,"""A two day event showcasing the best that the coffee industry has to offer to the North. For Roasters, Brewers, Baristas, Foodies."",",1404763271,1401104809
"89776",718272345,"""Gourmet Fermentation in a Mason Jar. Create delicious, nutritious fermented foods at home."",",1406066440,1403372822
"89778",1375195849,"""All the spices and fresh ingredients for you to cook a delicious Indian meal, delivered right to your doorstep."",",1406901446,1406053630
"89802",310616061,"""We're getting out of a shared kitchen and into our own space — and you get rewarded in sweets n’ swag for helping us!"",",1404734390,1399629029
"89807",2089605444,"""Serving the Triangle's best brewed coffee and best brewed beer."",",1404500451,1402091966
"89857",1299239897,"""Imagine an employee-owned flour mill in the heart of Chicago. We hope to revive and revitalize this lost industry that built our city."",",1406840217,1404877963
"89864",399184560,"""Brooklyn Based Purveyors of the World's First Raw Vegan Coconut Jerky"",",1405479195,1403454445
"89878",581548784,"""Want to cure a hangover? That Kim Kardashian booty? Make family dinner cool again? Then pass the biscuits - Mason Dixie to the rescue!"",",1405456721,1399759681
"89888",1220613855,"""Denver's only 100% woman owned coffee roasting company wants to open its flagship store to serve delicious, artisan crafted coffees."",",1405470034,1404595774
"89892",380903532,"""A lunchbox for hot and cold food so you can send your kids' favorite meals.  Simple and easy to use, OmieBox makes every lunch perfect."",",1404738308,1392937021
"89909",1380544740,"""Coffee is Culinary - Personal - Just Good"",",1405307500,1403993655
"89935",932397737,"""Help me to get my curries into my pies and into the hands of as many people as possible this summer, especially yours."",",1406230029,1405441108
"89943",1469913133,"""Desert Farm Initiative is a non profit urban farm that promotes innovative and sustainable food desert solutions in Baltimore City."",",1405970439,1404246252
"89952",316463460,"""The Bare Basics is a one-of-a kind cookbook loaded with easy recipes, healthy swaps, seasonal produce, basic cuisines & gorgeous guys!"",",1404814666,1403083300
"89957",1555482365,"""An unlikely group of farmers struggle to form a cooperative to sell their grass fed beef testing the limits of the local food movement."",",1405101807,1403019780
"89974",940193563,"""It's time for the flavor and the care of the past to become part of our lives again. Join the Kettlelution!"",",1405953600,1395849800
"89979",584368761,"""3 stylish floors playing host to world-renowned chefs, innovative pop-ups and extraordinary events, right in the heart of Marylebone"",",1406575088,1406115778
"89989",377117430,"""At Hopper we believe we need to start eating insects (again)! We are launching an all natural energy bar made with cricket flour."",",1406117077,1397686749
"90035",67431529,"""A book featuring 300 recipes from a dozen of the earliest vegetarian cookbooks, published from the late 1600s through the early 1900s."",",1405636174,1399438901
"90065",1218056910,"""The art of making the perfect Soft Boiled Eggs.... I will reveal my secret"",",1405993418,1405981036
"90125",200989520,"""We're opening Barbareño--a contemporary California bistro serving food+drink inspired by our region's history, traditions, and land."",",1404797875,1398793560
"90132",340802832,"""Country Living Magazine said Sweet Lulu's Bakery On Wheels is \""probably the best idea for a food truck ever\"""",",1406216191,1401997380
"90144",1289298177,"""Life is too short to skip dessert.  Help bring more cake to the world by helping us outfit our Brooklyn kitchen."",",1406034852,1403219377
"90177",646343425,"""Hopping Gnome Brewing Company wants to make Wichita better one pint at a time, but we need some people who are thirsty!"",",1405983554,1400433070
"90185",975525059,"""I'm making potato salad."",",1404395226,1404327800
"90203",56599728,"""Sloppy, greasy, no bueno. How about a healthy, organic bean and cheese taco. Vegetarian safe too. A perfect bean and cheese taco!"",",1405003023,1404845138
"90209",1285488904,"""My attempt to make a cake for my girlfriend!"",",1404610343,1404604856
"90216",332465241,"""I've been perfecting my craft over the last 7 years. I have smoked whole pigs to chickens thighs. This will take me to the next level!"",",1405458116,1405038576
"90244",1508561122,"""Get a Pancake in the Mail. For $3 Contribution I will make a pancake for you and mail it to the address of your choice in the US."",",1404733343,1404617938
"90274",2058456061,"""Gourmet pizza made with award winning, locally sourced & free range produce. Help us expand from a popup to a permanent premises."",",1405406599,1404854863
"90279",738487317,"""Our family needs your help to complete our garden, and spread our love for fresh locally produced food."",",1406933644,1405995483
"90300",318148412,"""Basically I'm Making all kinds of cake pops!"",",1404793092,1404787615
"90313",406376769,"""Ask me about All things Downtown Pittsburgh. Attractions, Restaurants, Events and General information. No Fee. Gratuity based only."",",1405039004,1405018642
"90314",1360941471,"""Naturi - Artisanal, organic, Greek-yogurt that gives you peace of mind and body. Be a part of our delicious future! #kickstartnaturi"",",1404419376,1403898292
"90333",483846219,"""Cookies make life worth living and I love to bake for friends. I want to share the joy of a family recipe and make people happy!"",",1404621491,1404612405
"90334",1352278436,"""I am opening an artisanal, organic lemonade stand to serve the parched citizens of Fairfield County on the sweltering days of August."",",1405360624,1405180077
"90361",1227433232,"""Goats are where it's at! You love them, and if you didn't know that now you do. But don't love em too much 'cuz these are eatin goats."",",1405969871,1404853731
"90364",1177648551,"""Inspired by the Kickstarter campaign for potato salad, I am asking for help funding an experimental version of Southern Matzah Brei"",",1404927255,1404793922
"90370",106520822,"""I'll be making Pink Lemonade to kick-off the 15th Happiness Happens Month."",",1405361504,1405054121
"90386",857143353,"""I'm making macaroni salad."",",1404773816,1404727957
"90397",50559306,"""The only interaction I've had with Gingerbread cookies are store bought. I really want to try my hand at home made."",",1405635160,1405240254
"90406",1048073331,"""Inka Nuts are the roasted seeds of the Sacha Inchi Plant from Peru.  Ours are salted with our Pink Gold Gourmet Salt."",",1404322144,1404170840
"90414",404222650,"""A digital how-to cooking magazine designed for those with intellectual disabilities to help promote an independent lifestyle."",",1405357083,1378487404
"90443",2129078859,"""I really like hot sauce. I've never made my own before, so I want to try doing that."",",1404922512,1404850962
"90452",227596913,"""Two international travelers are bringing the flavors from their childhood, and adult life, to the world of BBQ sauce."",",1404919964,1404842686
"90456",1948983808,"""We plan to take the success that the Sweetbites Desserts mobile truck has had on the streets to a bricks 'n mortar Cafe and Bakery!"",",1406645085,1406396462
"90463",545335491,"""Big. Bold. Barrel-aged. Beers. Big Ugly is Chesapeake's first microbrewery. We plan on revolutionizing our town one beer at a time."",",1405041980,1400881105
"90477",1204660336,"""The Weekly Run-Around, a personal assisting + meal management co., is your break from the hustle and bustle of the  Chicagoland area."",",1406702579,1405408213
"90492",945233050,"""I'm making pizza."",",1404782558,1404779110
"90530",321866190,"""After four years, Cedar City's first wood fired pizza place is moving indoors."",",1406571010,1404276051
"90532",281079912,"""A documentary aimed at not just educating, but inspiring the next generation of wine enthusiasts."",",1404778656,1404771354
"90557",1948419215,"""We aspire to deliver the best apple pie to our life companion Tom Bokkers on his 17th birthday!"",",1405375890,1405373522
"90620",234608454,"""Kids love to make lemonade for others to enjoy. Glasses of lemonade will be given to vets, elderly, homeless and the generally thirsty."",",1404841018,1404820960
"90649",587086552,"""I am trying to raise money to expand my current chicken coup and run area for my chickens. We are an urban organic farm in Davie FL."",",1405178780,1405136319
"90738",516337265,"""Houston's 1st legal whiskey distillery, Yellow Rose, is building a bigger and better distillery and Houston's 1st tasting room. CHEERS!"",",1405977038,1402431137
"90756",2002329792,"""Please help me create an amazing destination for Main St. Milwaukie.  I need your help in creating something special for us to share!!"",",1405792480,1401739067
"90829",601759421,"""Every time I try to make chocolate chip cookies from scratch, they suck. They're never the same consistency, this must change."",",1405607201,1405524616
"90833",497077830,"""Our Biltong & Droewors Beef Sticks Are100% Handmade, Locally Crafted, Delicious, Air-Dried, Never Smoked Beef Snacks."",",1405434900,1402433771
"90838",2040652868,"""Starting a large scale aquaponics system to grow local fish and vegetables as well as educate the community on growing sustainably."",",1406763678,1406476989
"90844",489456533,"""Phase 1 of 3.  Money needed to build winter shelter for small livestock and to cultivate and collect heirloom and wild-type seeds."",",1406764453,1405714701
"90856",655397882,"""The Breakfast Jeanie is a new food truck opening in Metro Atlanta in July 2014 serving the fantastic Breakfast Puffs!"",",1404914604,1404139386
"90857",1265994490,"""Undergrind is edgy Coffee House pushing the flavor combination limits of coffee, tea and cafe fair."",",1404751281,1400653801
"90886",2003184693,"""This project encompasses the needs and wants of all riders that visit a bike park! The Riders Lifestyle - in a shop - year round!"",",1405108982,1399455079
"90888",1420700457,"""I want to share my cookies with the world! In my opinion, I've never tasted a better chocolate chip cookie than mine."",",1404847016,1404694426
"90910",1056067331,"""We are a brewery with two important goals: to provide funding for quality education programs and to make world class beer."",",1406582779,1404415446
"90911",407974365,"""There's always money in the banana bread."",",1404998505,1404928532
"90919",573264260,"""The Parasyt Bottle Opener is for all the times there isn't a bottle opener around. Wear it how you want and take it where you go."",",1404938432,1404355300
"90969",1892885985,"""Using local milk, I'd like to make a wheel of gouda style cheese."",",1404765354,1404585025
"90991",1841996205,"""I'm making fudge. I would like to share it with anyone who enjoys some decent fudge. This will be the first time I've made fudge."",",1405181363,1404780577
"91019",1412428579,"""I am a Master Fish Smoker from Brooklyn and want to smoke and package artisan smoked salt while I smoke (wink wink) in my back yard."",",1405108276,1404848254
"91029",525362628,"""I'm starting a hot dog bicycle vending cart and I need your help!  I've already got the bicycle, but I need to outfit it and pay fees."",",1404931463,1400609024
"91038",1355286726,"""This is the best English Toffee ever. My goal is to make it for you to enjoy and share with friends and family for the holidays."",",1406536020,1405699404
"91057",1292374710,"""Cold as ICE: the innovative Arctic Stick! It cools drinks, gives a shot of flavor or even a boost of energy ... AND it's reuseable!"",",1404220641,1392936540
"91073",479041722,"""I have been challenged to make a delicious macaroni salad for a reunion. With your help, I can do it and create a great story to tell."",",1406653690,1406556371
"91093",468818366,"""I'm thirsty, yo. Help me quench my thirst in the only way possible with some delicious Quarter Water"",",1405734006,1405732403
"91148",1054490382,"""It's like K-cups, only better. Help us launch this product and provide meaningful work for adults with developmental challenges!"",",1405528554,1405364127
"91159",1291891086,"""Sam's Log Cabin is expanding it's kitchen and backyard to include more Outdoor Seating, Community Events and Live Music!!!"",",1404244998,1398897973
"91183",628848562,"""Join us in bringing a family friendly Micro-Brewery and Wood Fired Pizza restaurant to Rio Rancho, NM."",",1404939196,1404789540
"91202",109837309,"""London's first board game café: good food, fresh coffee, quality beer and thousands of board games. Learn to play, love and make games."",",1406890792,1368435338
"91204",694721057,"""Basically I want to make an Egg Custard Pie.\nHey.I'm getting married to my sweetheart Sherri in December and could use a few bucks :-)"",",1405017297,1404835157
"91226",851024547,"""Help us fund a new home for the Daily Grind!"",",1405590253,1396872181
"91239",696399409,"""My Mum's secret fudge recipe tastes awesome and I thought I'd make some."",",1404524640,1404520346
"91281",941446232,"""Please join us in the restoration of the nursery at Grimal Grove, a legendary tropical fruit grove on Big Pine Key."",",1405623337,1403896142
"91310",1041301460,"""Maggie will make cookies for everyone, but making cookies is not cheap."",",1404762669,1404715202
"91313",1753176369,"""Introducing Biltong: Gourmet nutrition in a convenient snack. Delicious, protein packed, South African style, air-dried American beef."",",1405908907,1396991412
"91347",473708309,"""We want to make bacon cupcakes, but we ran out of bacon. We need more. Also maybe some maple syrup."",",1404632463,1404619681
"91385",239099553,"""A cookbook by the kickstarters for the kickstarters."",",1405544777,1405456570
"91393",1133593129,"""Launch a vibrant café on Dempster Street that provides training for at-risk teen mothers in life skills and food service"",",1405958555,1405557104
"91405",1567078950,"""I've taken what I've learned from my family and put my own spin on this wonderfully Roasted Red Salsa. Bet you can't just eat one bite"",",1405516109,1404778796
"91407",199569934,"""A campaign to unearth the Dead Irish Poet, a new Irish Stout from FINNEGANS with notes of dark chocolate and black cherry."",",1406870061,1403799386
"91419",631052540,"""I've finally gotten a hold of my grandmother's caramel filled cookie dough ball recipe. I want to share it with the world!"",",1404840509,1404780097
"91426",1891895417,"""Alkaline is a ramen & Asian street food restaurant that is on a mission to bring delicious and creative asian food to Norfolk, VA."",",1406175026,1398790911
"91430",1558338632,"""Taste the Rainbow!"",",1405436913,1405126924
"91445",792873559,"""The Natchez Brewing Co is a new start-up brewery based in Natchez MS. We are eager to provide great craft beer to Natchez and beyond!!"",",1405623904,1404859209
"91453",1505390372,"""I'm not sure how, or what kind, but let's give it a shot!"",",1405360390,1404933323
"91461",1435175518,"""I have been making a \""B & B\"" Beer & Bacon Spaghetti Sauce since 1964. I want to make it and share this recipe with everyone interested."",",1405618998,1405031952
"91482",1185373421,"""Farm Fresh Cocktails, for the People!!                                         Viva la Revolution."",",1405520543,1401825489
"91484",1652855132,"""Pre-packaged, all-natural cocktail Jelly Shots. No refrigeration required and ready-to-serve. Your party just got that much sweeter."",",1405626089,1402938762
"91497",1053188992,"""Hot sauce enthusiasts, Jared & Celeste Folsom, seek to create the hottest new flavor in hot sauces."",",1405895145,1405890365
"91527",1548135090,"""Help me become the next Masterchef Canada! I need to practice dishes/techniques while I wait to see if I made the final cut."",",1406138640,1405988459
"91538",1944281086,"""I want to cook delicious, healthy meals of all sizes and give it away to members of our community in need. Raise More & Feed More."",",1405455668,1375108080
"91556",2017696359,"""I'm making a hamburger.."",",1405112045,1404931216
"91559",2028913240,"""Starting a cottage business and need some help paying the application fees - free batch of cookies of your choice for my investors! :)"",",1404600849,1404594726
"91585",1343999292,"""I worked as a cupcake baker. Then one day I decided to quit & bake what I really want to & sell in my own neighborhood farmers market."",",1405362104,1404851281
"91599",655205449,"""I LOVE pumpkin pie & decided to create & share the most amazing recipe for pumpkin pie to be remembered for the next 1000 years!"",",1405467932,1404884581
"91607",1614672140,"""I'm making chocolate chip cookies to send to my sister who is away at university.."",",1404953307,1404849050
