,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,outcome,duration,launchyr,launchmo,avgpledge,category_combo,log_goal,norm_goal,duration2,duration3,norm_duration,predict,SSTO,SSR,blurb,launch,created,loghours,text,score1,score2,category2
10,1006946922,World's Biggest Dick Drawing,Art,Art,USD,2014-08-21,100.0,2014-07-22,677.0,successful,61,US,677.0,677.0,100.0,1,30,2014,7,11.098360655737698,Art:Art,4.60517018598809,-1.06871123284207,6,-2.6339470316038196,-3.19203214589332,0.276993245928852,0.628146372116286,0.00483721686467535,"Help me make the biggest dick drawing ever,",1405990544,1405575370,4.747763864004982,"World's Biggest Dick Drawing Help me make the biggest dick drawing ever,",-0.008674557795225982,0.014007997395501752,Art
11,101173232,The Lasagne Project Support,Food,Food,GBP,2014-08-29,30.0,2014-07-30,1.0,failed,1,GB,1.7,1.66,49.75,0,30,2014,7,1.0,Food:Food,3.9070104636045997,-0.606394393570193,6,-2.6339470316038196,-3.2833041129697103,0.124583155355586,0.0430326574367543,0.00686577749612642,"Hello, my project is concentrated on let the other people know how to make a good Lasagne, and enjoy the great Italian food.,",1406711093,1406545460,3.8288406519987164,"The Lasagne Project Support Hello, my project is concentrated on let the other people know how to make a good Lasagne, and enjoy the great Italian food.,",-0.007895143194567873,0.014354425159564917,Food
12,1011852325,I just want to make pizza,Food,Food,USD,2014-08-09,200.0,2014-07-10,0.0,failed,0,US,0.0,0.0,200.0,0,30,2014,7,0.0,Food:Food,5.29831736654804,-0.14938962956473903,6,-2.6339470316038196,-3.10141547951334,0.14318992071874403,0.0430326574367543,0.00412847652986241,"I want to make some good pizza.,",1405001050,1404950869,2.634702623535917,"I just want to make pizza I want to make some good pizza.,",0.07790977564420602,0.46655850241507346,Alternative
13,1012677561,Education in the South Pacific: American Samoa Documentary,Documentary,Film & Video,USD,2014-08-11,350.0,2014-07-22,50.0,failed,1,US,50.0,50.0,350.0,0,20,2014,7,50.0,Film & Video:Documentary,5.85793315448346,-1.82850979822476,4,-12.633947031603801,-1.7095551336511698,0.36475688317682103,0.0430326574367543,0.0247476129553201,"This will analyze the education in American Samoa public schools and look at the challenges students, teachers, and the community face.,",1405990953,1405964338,2.0005411211626565,"Education in the South Pacific: American Samoa Documentary This will analyze the education in American Samoa public schools and look at the challenges students, teachers, and the community face.,",-0.02382882657757838,-0.029136010609438198,Documentary
14,1012677690,Large 4 inch CPO CHIEF LDO CWO Mustang Challenge Coin,Product Design,Design,USD,2014-07-22,2500.0,2014-07-07,40.0,failed,2,US,40.0,40.0,2500.0,0,15,2014,7,20.0,Design:Product Design,7.82404601085629,-0.920529145507195,3,-17.6339470316038,-2.30131245705258,0.3096608143482,0.0430326574367543,0.0104484524053087,"Amazing awesome military challenge coin. First run sold out in hours,",1404766845,1404162080,5.123906107358334,"Large 4 inch CPO CHIEF LDO CWO Mustang Challenge Coin Amazing awesome military challenge coin. First run sold out in hours,",-0.020481816585757165,-0.01811958452826597,Product Design
15,101295302,Paleo Research,Food,Food,USD,2014-07-16,200.0,2014-07-09,0.0,canceled,0,US,0.0,0.0,200.0,0,7,2014,7,0.0,Food:Food,5.29831736654804,-0.14938962956473903,2,-25.6339470316038,-2.3543738785001604,0.14318992071874403,0.0430326574367543,0.00412847652986241,"I wanna work on some Paleo diet recipes for a restaurant I was thinking of starting up.,",1404920923,1404788103,3.6080609826505032,"Paleo Research I wanna work on some Paleo diet recipes for a restaurant I was thinking of starting up.,",-0.01897965332110154,-0.007685016755021634,Food
16,1013688970,Strawberry Pie,Food,Food,USD,2014-08-27,100.0,2014-07-28,0.0,failed,0,US,0.0,0.0,100.0,0,30,2014,7,0.0,Food:Food,4.60517018598809,-0.37706877282399,6,-2.6339470316038196,-3.19203214589332,0.16125487077889902,0.0430326574367543,0.00213335645938415,"Well I have never made a Fresh Strawberry Pie before. Still not sure how I am going to do this but with your help dreams will come true,",1406569787,1406154091,4.749020378426441,"Strawberry Pie Well I have never made a Fresh Strawberry Pie before. Still not sure how I am going to do this but with your help dreams will come true,",-0.01782120341051912,0.0014441881107558226,Food
17,1014234055,Drawing pictures of cute animals doing awesome things.,Art,Art,USD,2014-08-14,100.0,2014-07-15,10.0,failed,2,US,10.0,10.0,100.0,0,30,2014,7,5.0,Art:Art,4.60517018598809,-1.06871123284207,6,-2.6339470316038196,-3.19203214589332,0.276993245928852,0.0430326574367543,0.00483721686467535,"I want to create art, in particular different drawings to help me de-stress from my hectic life and project my fun side.,",1405452777,1404876085,5.076374483032566,"Drawing pictures of cute animals doing awesome things. I want to create art, in particular different drawings to help me de-stress from my hectic life and project my fun side.,",-0.02110920501182361,-0.01072255478327905,Art
18,1016134549,I want to create the best burger money can buy.,Food,Food,CAD,2014-08-08,1500.0,2014-07-09,0.0,failed,0,CA,0.0,0.0,1374.13,0,30,2014,7,0.0,Food:Food,7.225576082571571,0.483660068406606,6,-2.6339470316038196,-2.84946067828811,0.10590201568008199,0.0430326574367543,0.0103106004683994,"I want to with your help make one of best burgers money can buy, I will use your help to buy some of the best ingredients i can find.,",1404928095,1404886067,2.4574022173644647,"I want to create the best burger money can buy. I want to with your help make one of best burgers money can buy, I will use your help to buy some of the best ingredients i can find.,",0.005548752184714581,0.07132116802361009,Food
19,1017343780,"Tuna Knobs, Stick ‘em to your tablet and it’s a controller.",Product Design,Design,EUR,2014-08-08,12500.0,2014-07-09,30665.0,successful,669,NL,41720.12,41054.17,16734.95,1,30,2014,7,45.8370702541106,Design:Product Design,9.72525462589074,0.289063008231221,6,-2.6339470316038196,-2.52267216501138,0.234959615325052,0.628146372116286,0.000757156267913679,"Want to make music anywhere, but also want physical controls? BOOM! Tuna Knobs turn every touchscreen into a MIDI / DJ controller.,",1404917750,1401953732,6.713367213809967,"Tuna Knobs, Stick ‘em to your tablet and it’s a controller. Want to make music anywhere, but also want physical controls? BOOM! Tuna Knobs turn every touchscreen into a MIDI / DJ controller.,",-0.0010097505949115805,0.028139568343860204,Product Design
20,1018066528,Corvallis Imagination Music and Art Festival 2014,Music,Music,USD,2014-08-14,2000.0,2014-07-10,395.0,failed,13,US,395.0,395.0,2000.0,0,35,2014,7,30.384615384615397,Music:Music,7.60090245954208,-0.417221028806564,7,2.3660529683961804,-2.30673781901993,0.19911474747197896,0.0430326574367543,6.93621664117603e-05,"Summer music & art festival, free admission to public, Play Corvallis Play outdoor pianos in community, recording music and sharing art,",1404951776,1401307765,6.919906431574041,"Corvallis Imagination Music and Art Festival 2014 Summer music & art festival, free admission to public, Play Corvallis Play outdoor pianos in community, recording music and sharing art,",-0.03416644088075259,-0.04747422686051964,Music
21,1018225437,A Burger,Food,Food,USD,2014-08-08,20.0,2014-07-09,0.0,failed,0,US,0.0,0.0,20.0,0,30,2014,7,0.0,Food:Food,2.99573227355399,-0.9057233721775308,6,-2.6339470316038196,-3.40243752942603,0.215804471106672,0.0430326574367543,6.991181338919979e-05,"I plan on making an incredible burger. This burger will be far superior to potato salad.,",1404877941,1404796554,3.118281709632498,"A Burger I plan on making an incredible burger. This burger will be far superior to potato salad.,",0.15557776185416217,-0.02734901674567873,Alternative
22,1018823489,Popeye's Chicken Recipe Challenge,Food,Food,USD,2014-08-15,500.0,2014-07-16,0.0,failed,0,US,0.0,0.0,500.0,0,30,2014,7,0.0,Food:Food,6.21460809842219,0.15158582652955,6,-2.6339470316038196,-2.9816267623606096,0.12335505445617402,0.0430326574367543,0.007070806577813859,"I want to attempt every ingredient to come as close as i can to make my own Popeye's Spicy Fried Chicken Recipe. Help me get there!,",1405509783,1404870940,5.178724882326539,"Popeye's Chicken Recipe Challenge I want to attempt every ingredient to come as close as i can to make my own Popeye's Spicy Fried Chicken Recipe. Help me get there!,",0.005369349270009455,0.034068914066733944,Food
23,1019483724,Healthy Treats,Food,Food,USD,2014-09-03,3000.0,2014-07-25,2.0,failed,2,US,2.0,2.0,3000.0,0,40,2014,7,1.0,Food:Food,8.00636756765025,0.7401278740510351,8,7.36605296839618,-2.01491787058027,0.0950236584785615,0.0430326574367543,0.0126381404236734,"We provide sweets that help people with diabetes. We use natural ingredients to sweeten our products.,",1406323523,1405018777,5.892829819335357,"Healthy Treats We provide sweets that help people with diabetes. We use natural ingredients to sweeten our products.,",-0.019872632178273838,-0.009091628984804607,Food
24,101957846,IceLiners,Product Design,Design,USD,2014-09-09,30000.0,2014-07-31,34617.0,successful,448,US,34617.0,34617.0,30000.0,1,40,2014,7,77.27008928571429,Design:Product Design,10.308952660644302,0.660424971041199,8,7.36605296839618,-1.8319517992051202,0.21235654375556898,0.628146372116286,2.4141510323632397e-05,"IceLiners uses a simple silicone mold to create an ice lined glass for your favorite martini or cocktail.,",1406764118,1377730001,8.995293020309404,"IceLiners IceLiners uses a simple silicone mold to create an ice lined glass for your favorite martini or cocktail.,",-0.020386710646579077,-0.015117308290017128,Product Design
25,1019645625,Record Label,Music,Music,USD,2014-08-22,100000.0,2014-07-14,0.0,canceled,0,US,0.0,0.0,100000.0,0,39,2014,7,0.0,Music:Music,11.5129254649702,1.73088781390185,8,6.36605296839618,-1.59267107807408,0.20038904180248898,0.0430326574367543,4.9760338911243e-05,"I'm an awesome songwriter and music composer trying to kickstart my own record label.,",1405300273,1405012609,4.380859286921875,"Record Label I'm an awesome songwriter and music composer trying to kickstart my own record label.,",-0.010660294074882299,-0.006538955349831741,Music
26,1020147040,Mail Order Gourmet Chocolate Covered Popcorn,Food,Food,USD,2014-08-14,5000.0,2014-07-15,0.0,failed,0,US,0.0,0.0,5000.0,0,30,2014,7,0.0,Food:Food,8.51719319141624,0.907919569142343,6,-2.6339470316038196,-2.68060471244793,0.0889371268695372,0.0430326574367543,0.0140436757785849,"I would like to make chocolate covered popcorn and open a website and make it mail-order.,",1405376317,1405239470,3.6379296679721342,"Mail Order Gourmet Chocolate Covered Popcorn I would like to make chocolate covered popcorn and open a website and make it mail-order.,",-0.0020900130713165897,0.06778429346409824,Food
27,1020472964,Bringing my dream to life,Food,Food,CAD,2014-08-23,25000.0,2014-07-09,0.0,failed,0,CA,0.0,0.0,23032.98,0,45,2014,7,0.0,Food:Food,10.044682380883199,1.4096563427301,9,12.366052968396199,-2.11474155222231,0.0746950331272904,0.0430326574367543,0.0176220605845705,"Id like to bring a fun food truck to vancouver then the world,",1404865573,1404842529,1.8564715864080723,"Bringing my dream to life Id like to bring a fun food truck to vancouver then the world,",-0.024308323663873546,-0.021775289706912847,Food
28,1021734011,Baked Beans,Food,Food,USD,2014-08-07,10.0,2014-07-08,0.0,canceled,0,US,0.0,0.0,10.0,0,30,2014,7,0.0,Food:Food,2.30258509299405,-1.13340251543678,6,-2.6339470316038196,-3.493054195806,0.24573355321676002,0.0430326574367543,0.00146615554058728,"I'm a real human who likes baked beans and I'm going to make them.,",1404835925,1404765021,2.9803930039740325,"Baked Beans I'm a real human who likes baked beans and I'm going to make them.,",0.047759013798245466,0.09042521879729701,Food
29,1022016221,Walking To My Friends,Documentary,Film & Video,USD,2014-09-01,10000.0,2014-07-04,1795.11,failed,37,US,1795.11,1795.11,10000.0,0,59,2014,7,48.5164864864865,Film & Video:Documentary,9.21034037197618,0.0612742086372982,12,26.3660529683962,-2.06423530149371,0.22596068990108498,0.0430326574367543,0.00034289955581712797,"I'm walking across America, meeting new friends and depending on the goodness of others to survive while filming my journey. Let's meet,",1404431519,1403992976,4.802524023115998,"Walking To My Friends I'm walking across America, meeting new friends and depending on the goodness of others to survive while filming my journey. Let's meet,",-0.008236311379112212,-0.005138142192341739,Documentary
30,1022528509,Tissue4boogers,Music,Music,USD,2014-09-22,6000.0,2014-07-31,505.0,failed,14,US,505.0,505.0,6000.0,0,53,2014,7,36.0714285714286,Music:Music,8.699514748210191,0.18603175593461602,11,20.3660529683962,-2.20619477390989,0.199471991204648,0.0430326574367543,6.35392555278894e-05,"An instant classic designed to capture hearts! This optimal listening experience features content that is inspirational and relatable.,",1406812718,1402675102,7.046941210084022,"Tissue4boogers An instant classic designed to capture hearts! This optimal listening experience features content that is inspirational and relatable.,",-0.022190190576807375,-0.024587719456870088,Music
31,1023422359,Lets make some homemade cards!,Art,Art,USD,2014-08-13,500.0,2014-07-14,0.0,failed,0,US,0.0,0.0,500.0,0,30,2014,7,0.0,Art:Art,6.21460809842219,-0.393550972695129,6,-2.6339470316038196,-2.9816267623606096,0.20831264011540399,0.0430326574367543,7.5602582454664e-07,"I have started buying letters for a letterpress that I just bought and I would love to pay it off by selling some art!,",1405371139,1404873708,4.928523008050418,"Lets make some homemade cards! I have started buying letters for a letterpress that I just bought and I would love to pay it off by selling some art!,",-0.002675888954323357,0.03185212204595602,Art
32,1023613654,"PiCE+, a metal outdoor case for the Raspberry Pi B+ & Camera",Product Design,Design,GBP,2014-08-27,21300.0,2014-07-28,4418.0,failed,94,GB,7499.96,7326.09,35320.45,0,30,2014,7,47.0,Design:Product Design,10.4722173952936,0.76429770781101,6,-2.6339470316038196,-2.42502006748923,0.277619722029802,0.0430326574367543,0.004924752292013179,"Last year we Kickstarted PiCE, Raspberry Pi's favourite outdoor case. This year we want to bring you the PiCE+ for the Pi Model B+,",1406559912,1405602864,5.582919701472894,"PiCE+, a metal outdoor case for the Raspberry Pi B+ & Camera Last year we Kickstarted PiCE, Raspberry Pi's favourite outdoor case. This year we want to bring you the PiCE+ for the Pi Model B+,",-0.019945691519906668,-0.011957415226335774,Product Design
33,1024372156,Be a Hero! Help Super Giomar X Autism Art Projects,Art,Art,USD,2014-08-08,50.0,2014-07-09,86.0,successful,5,US,86.0,86.0,50.0,1,30,2014,7,17.2,Art:Art,3.9120230054281495,-1.35948692983009,6,-2.6339470316038196,-3.2826488122732997,0.31349963295605393,0.628146372116286,0.0112479791338672,"Giomar is High Functioning Autism of Copycat Syndrome with Exact Rule. Home schooling can get boring without some supplies for his art!,",1404931287,1404832801,3.3089805606345766,"Be a Hero! Help Super Giomar X Autism Art Projects Giomar is High Functioning Autism of Copycat Syndrome with Exact Rule. Home schooling can get boring without some supplies for his art!,",-0.025598664890218472,-0.0272671861862309,Art
34,102543651,Perro Gringo - Gringo Dog Hotdog & Sandwich Shop,Food,Food,USD,2014-08-27,25000.0,2014-07-28,0.0,failed,0,US,0.0,0.0,25000.0,0,30,2014,7,0.0,Food:Food,10.1266311038503,1.4365741684958797,6,-2.6339470316038196,-2.47019932891522,0.0740746488294335,0.0430326574367543,0.0177871551466963,"American Style Hotdog & Sandwich Shop in Playa Jaco, Costa Rica. We like to play with our food & encourag our customers to do the same!,",1406575458,1381425019,8.851696785181868,"Perro Gringo - Gringo Dog Hotdog & Sandwich Shop American Style Hotdog & Sandwich Shop in Playa Jaco, Costa Rica. We like to play with our food & encourag our customers to do the same!,",-0.020087845249472575,-0.009348773331838277,Food
35,1026952639,Art Therapy Pedalers,Art,Art,USD,2014-08-06,6000.0,2014-07-07,6604.0,successful,95,US,6604.0,6604.0,6000.0,1,30,2014,7,69.51578947368421,Art:Art,8.699514748210191,0.6488689971279871,6,-2.6339470316038196,-2.65676941144803,0.138577817694859,0.628146372116286,0.00474243298258679,"Two art therapists bike across the country pulling an art studio, encouraging creativity, and making art with everyone along the way.,",1404755139,1399169612,7.347000221482191,"Art Therapy Pedalers Two art therapists bike across the country pulling an art studio, encouraging creativity, and making art with everyone along the way.,",-0.020163473004947884,-0.017713447234551323,Art
36,1027555266,Hydro Puppy,Product Design,Design,USD,2014-08-27,3000.0,2014-07-28,0.0,failed,0,US,0.0,0.0,3000.0,0,30,2014,7,0.0,Design:Product Design,8.00636756765025,-0.804532025143135,6,-2.6339470316038196,-2.74738607782801,0.302585654048578,0.0430326574367543,0.00905209747328102,"Hydration bladder backpack for K-9 friends.,",1406573991,1405989338,5.09008466338622,"Hydro Puppy Hydration bladder backpack for K-9 friends.,",-0.01989422938381907,-0.014756333881512465,Product Design
37,102785661,Kristal Label Barware,Product Design,Design,USD,2014-08-13,9500.0,2014-07-14,5.0,failed,1,US,5.0,5.0,9500.0,0,30,2014,7,5.0,Design:Product Design,9.159047077588632,-0.0711711093704844,6,-2.6339470316038196,-2.59669373206856,0.25722867711835,0.0430326574367543,0.00247859944128018,"Kristal Label Barware products are adorned with renowned AsFour crystals and are nothing short of a breakthrough in decorative luxury.,",1405298069,1400550645,7.184423588670754,"Kristal Label Barware Kristal Label Barware products are adorned with renowned AsFour crystals and are nothing short of a breakthrough in decorative luxury.,",-0.019918399267506808,-0.01749668918986567,Product Design
38,1028897444,Egg Salad,Food,Food,CAD,2014-08-06,25.0,2014-07-07,0.0,failed,0,CA,0.0,0.0,22.9,0,30,2014,7,0.0,Food:Food,3.13113691056019,-0.8612467983537759,6,-2.6339470316038196,-3.38473578128073,0.21044411924619394,0.0430326574367543,9.005860469479919e-06,"My ambitions are quite simple, really. I want to make some egg salad, that's about it. I'd like it to look better than the picture.,",1404766201,1404664977,3.3364020374248984,"Egg Salad My ambitions are quite simple, really. I want to make some egg salad, that's about it. I'd like it to look better than the picture.,",0.1681977612459715,0.006551628477042099,Alternative
39,1029000350,BRING HISTORY BACK,Art,Art,USD,2014-08-14,75000.0,2014-07-15,1.0,canceled,1,US,1.0,1.0,75000.0,0,30,2014,7,1.0,Art:Art,11.2252433925184,1.70841382043385,6,-2.6339470316038196,-2.32657531076259,0.0981680222415894,0.0430326574367543,0.0119410519425093,"The goal is to educate our community about their connection to Ehypt and the ancient world.,",1405425982,1404868912,5.04175705981855,"BRING HISTORY BACK The goal is to educate our community about their connection to Ehypt and the ancient world.,",-0.024588049027959934,-0.024208051650474995,Art
40,1030812989,Fund a new Deadly awards!,Music,Music,AUD,2014-09-15,50000.0,2014-07-23,6699.0,failed,153,AU,6266.71,6011.85,44871.22,0,54,2014,7,43.78431372549021,Music:Music,10.7115518882594,1.2908500983626499,11,21.3660529683962,-1.9653556559074399,0.200127507186202,0.0430326574367543,5.3518522388915706e-05,"The Deadly awards are an institution! Please support the 20th Deadly awards in honour of all the people who made it what it is today,",1406074562,1405564288,4.954013990888524,"Fund a new Deadly awards! The Deadly awards are an institution! Please support the 20th Deadly awards in honour of all the people who made it what it is today,",-0.022915268266567007,-0.02175510818190223,Music
41,1032314962,the leo,Food,Food,USD,2014-08-09,1500.0,2014-07-10,0.0,canceled,0,US,0.0,0.0,1500.0,0,30,2014,7,0.0,Food:Food,7.3132203870903005,0.512448730791784,6,-2.6339470316038196,-2.8380027442079903,0.10457717073978201,0.0430326574367543,0.0105814081791393,"A juicy burger on a butter toasted english muffin to sell  to help with a financial future so i can put my son in trade school,",1404962375,1404868054,3.2657700129161067,"the leo A juicy burger on a butter toasted english muffin to sell  to help with a financial future so i can put my son in trade school,",-0.019950224548638665,-0.01139653379300656,Food
42,1033370834,"Blacklist Watches: Swiss Made, Limited Production",Product Design,Design,USD,2014-09-07,25000.0,2014-07-30,18458.0,canceled,48,US,18458.0,18458.0,25000.0,0,39,2014,7,384.541666666667,Design:Product Design,10.1266311038503,0.544427850677138,8,6.36605296839618,-1.72823323381323,0.219362442162151,0.0430326574367543,0.000142069700616388,"Handmade in Switzerland, Blacklist watches come in small numbered batches of 75 per style. Break from ordinary, wear extraordinary.,",1406748292,1394308467,8.147724453208042,"Blacklist Watches: Swiss Made, Limited Production Handmade in Switzerland, Blacklist watches come in small numbered batches of 75 per style. Break from ordinary, wear extraordinary.,",-0.02140149744425272,-0.020681183956046175,Product Design
43,1034915911,Cerro Strata,Art,Art,USD,2014-08-18,1000.0,2014-07-13,0.0,failed,0,US,0.0,0.0,1000.0,0,36,2014,7,0.0,Art:Art,6.9077552789821395,-0.102775275707107,8,3.3660529683961804,-1.6011890702565,0.18495647680085,0.0430326574367543,0.0005056501414716111,"A contemporary and temporal site specific recycled art sculpture influenced by desert surroundings.,",1405265788,1404851453,4.745740979898593,"Cerro Strata A contemporary and temporal site specific recycled art sculpture influenced by desert surroundings.,",-0.020388659617043954,-0.02132070605813826,Art
44,1039906842,"""""""""One Step Closer"""""""" Documentary",Documentary,Film & Video,USD,2014-09-16,1500000.0,2014-07-18,126.0,canceled,3,US,126.0,126.0,1500000.0,0,60,2014,7,42.0,Film & Video:Documentary,14.2209756660724,2.88581723956526,12,27.3660529683962,-2.03905566226,0.0960103730408972,0.0430326574367543,0.0124172621450363,"Affecting an estimated 40,00 people, Fabry Disease is a little known silent killer. This film takes a look at this fatal epidemic.,",1405703407,1405295973,4.728945110911215,"One Step Closer Documentary Affecting an estimated 40,00 people, Fabry Disease is a little known silent killer. This film takes a look at this fatal epidemic.,",-0.02111026397097252,-0.02468541784658275,Documentary
45,1041295923,Sweet Apple Pie Fries!,Food,Food,USD,2014-09-13,250000.0,2014-07-30,4271.0,failed,23,US,4271.0,4271.0,250000.0,0,45,2014,7,185.695652173913,Food:Food,12.4292161968444,2.19290791110868,9,12.366052968396199,-1.8922683605559298,0.06124965377907,0.0430326574367543,0.0213725361912471,"Fresh Granny Smith Apples, Hand Battered, Deep Fried, Dusted With Cinnamon & Sugar, Topped With Whipped Cream & Carmel...It's Amazing!,",1406738850,1404762086,6.308282597796003,"Sweet Apple Pie Fries! Fresh Granny Smith Apples, Hand Battered, Deep Fried, Dusted With Cinnamon & Sugar, Topped With Whipped Cream & Carmel...It's Amazing!,",-0.013436516042413242,0.00431361967159863,Food
